"-------------------------------------------------------------------------------------------"
"  Atmospheric CO2 record based on ice core data before 1959 and yearly averages            "
"  of direct observations from Mauna Loa and the South Pole after and                       "
"  including 1959 (from Scripps CO2 Program).                                               "
"                                                                                           "
"  Ice core data from (Ethridge et. al., 1996; MacFarling Meure et al., 2006) and           "
"  yearly averages of direct observations from Mauna Loa and the South Pole after and       "
"  including 1959 (from Scripps CO2 Program).                                               "
"                                                                                           "
"  Annual mean CO2 concentration for Mauna Loa and South Pole starting in 1959.             "
"  These values are derived from seasonally detrended monthly mean values for each station  "
"  that have been filled with values from the spline fit when monthly averages are          "
"  not available. Average values are centered on 1-July of each year.                       "
"                                                                                           "
"  Mauna Loa and South Pole CO2 concentrations are measured on the '12' calibration scale   "
"                                                                                           "
"  For Mauna Loa Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m     "
"  For South Pole: Latitude 90.0°S Elevation 2810m                                          "
"                                                                                           "
"   Scripps CO2 Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker     "
"   Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                      "
"   Scripps Institution of Oceanography (SIO)                                               "
"   University of California                                                                "
"   La Jolla, California USA 92093-0244                                                     "
"                                                                                           "
"   Status of Scripps CO2 data and correspondence:                                          "
"                                                                                           "
"   These data are subject to revision based on recalibration of standard gases. Questions  "
"   about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and          "
"   and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                  "
"                                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
"  Sample Date, CO2                                                                         "
"  (year CE),  (ppm)                                                                        "
  13.3, 276.7500
  29.5, 277.8800
  56.0, 277.3800
 104.5, 277.5100
 136.0, 278.1300
 168.2, 280.0500
 202.5, 280.7200
 227.9, 281.4900
 274.2, 280.1300
 302.4, 279.8300
 329.2, 278.9200
 364.6, 277.0500
 428.4, 276.9100
 461.2, 276.7200
 499.8, 276.3600
 536.7, 276.0000
 572.0, 277.5600
 595.6, 276.9000
 632.0, 278.2500
 667.9, 279.3900
 698.4, 279.7000
 729.7, 278.5300
 764.5, 278.5300
 799.2, 278.5500
 857.3, 279.3400
 897.4, 278.9100
 944.2, 279.1200
 968.2, 278.4600
1005.0, 280.5000
1025.2, 280.8300
1058.0, 282.7600
1105.4, 282.7500
1159.6, 283.8800
1207.4, 283.6000
1257.6, 282.1100
1275.8, 281.1300
1306.5, 281.5000
1349.7, 280.0600
1411.2, 279.6200
1429.3, 279.5400
1431.0, 282.5200
1560.4, 281.7500
1588.3, 281.0300
1610.4, 271.8300
1628.9, 274.5000
1640.1, 276.6200
1689.6, 276.2500
1722.8, 276.9400
1734.1, 278.2300
1742.7, 276.7400
1752.0, 276.3900
1763.5, 276.3200
1773.7, 277.7800
1780.6, 276.7800
1794.4, 281.5400
1799.6, 281.1500
1814.2, 284.3400
1826.2, 281.2800
1834.5, 283.7300
1838.0, 284.0700
1844.0, 286.5000
1846.0, 283.3000
1846.0, 284.9600
1849.0, 287.7300
1852.3, 288.5700
1854.0, 287.0300
1859.0, 286.4800
1864.0, 285.4100
1867.0, 285.2200
1869.1, 287.6900
1873.0, 287.1700
1874.0, 290.5200
1884.0, 289.8100
1884.3, 289.0100
1886.0, 290.6200
1889.0, 291.5200
1889.0, 292.2300
1894.0, 293.8400
1896.0, 298.1600
1899.0, 296.0000
1899.0, 296.2100
1902.0, 295.6800
1902.0, 294.9600
1904.0, 295.1200
1909.0, 300.4500
1911.5, 298.3900
1914.0, 300.0200
1914.0, 300.6900
1918.6, 303.2700
1919.0, 303.5500
1923.0, 303.2000
1923.6, 305.2000
1928.8, 307.7700
1929.0, 305.7200
1933.0, 307.2100
1934.5, 307.8200
1936.5, 308.9900
1938.0, 309.5600
1939.0, 310.9400
1940.0, 311.9000
1941.0, 310.7000
1941.5, 310.3000
1942.0, 310.9500
1942.0, 311.6300
1943.0, 310.5100
1943.0, 311.0300
1944.0, 311.3600
1944.0, 312.1400
1944.0, 311.2900
1945.0, 309.7500
1946.0, 311.4600
1947.0, 310.8000
1947.0, 309.9800
1947.0, 311.4600
1948.0, 310.4700
1949.0, 311.1500
