"-------------------------------------------------------------------------------------------"
"  Spline of the atmospheric CO2 record based on ice core data before 1959 and              "
"  yearly averages of direct observations from Mauna Loa and the South Pole after and       "
"  including 1959 (from Scripps CO2 Program).                                               "
"                                                                                           "
"  Ice core data from (Ethridge et. al., 1996; MacFarling Meure et al., 2006) and           "
"  yearly averages of direct observations from Mauna Loa and the South Pole after and       "
"  including 1959 (from Scripps CO2 Program).                                               "
"                                                                                           "
"  Annual mean CO2 concentration for Mauna Loa and South Pole starting in 1959.             "
"  These values are derived from seasonally detrended monthly mean values for each station  "
"  that have been filled with values from the spline fit when monthly averages are          "
"  not available. Average values are centered on 1-July of each year.                       "
"                                                                                           "
"  Mauna Loa and South Pole CO2 concentrations are measured on the '12' calibration scale   "
"                                                                                           "
"  For Mauna Loa Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m     "
"  For South Pole: Latitude 90.0°S Elevation 2810m                                          "
"                                                                                           "
"   Scripps CO2 Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker     "
"   Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                      "
"   Scripps Institution of Oceanography (SIO)                                               "
"   University of California                                                                "
"   La Jolla, California USA 92093-0244                                                     "
"                                                                                           "
"   Status of Scripps CO2 data and correspondence:                                          "
"                                                                                           "
"   These data are subject to revision based on recalibration of standard gases. Questions  "
"   about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and          "
"   and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                  "
"                                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
"  Sample Date, CO2                                                                         "
"  (year CE),  (ppm)                                                                        "
  13.3, 276.8006
  13.8, 276.8388
  14.3, 276.8771
  14.8, 276.9152
  15.3, 276.9533
  15.8, 276.9911
  16.3, 277.0287
  16.8, 277.0661
  17.3, 277.1031
  17.8, 277.1398
  18.3, 277.1761
  18.8, 277.2119
  19.3, 277.2472
  19.8, 277.2821
  20.3, 277.3163
  20.8, 277.3499
  21.3, 277.3828
  21.8, 277.4151
  22.3, 277.4465
  22.8, 277.4772
  23.3, 277.5070
  23.8, 277.5359
  24.3, 277.5639
  24.8, 277.5909
  25.3, 277.6169
  25.8, 277.6419
  26.3, 277.6657
  26.8, 277.6883
  27.3, 277.7098
  27.8, 277.7300
  28.3, 277.7489
  28.8, 277.7664
  29.3, 277.7826
  29.8, 277.7974
  30.3, 277.8107
  30.8, 277.8227
  31.3, 277.8333
  31.8, 277.8425
  32.3, 277.8505
  32.8, 277.8573
  33.3, 277.8628
  33.8, 277.8671
  34.3, 277.8704
  34.8, 277.8725
  35.3, 277.8735
  35.8, 277.8735
  36.3, 277.8725
  36.8, 277.8705
  37.3, 277.8676
  37.8, 277.8638
  38.3, 277.8592
  38.8, 277.8537
  39.3, 277.8474
  39.8, 277.8404
  40.3, 277.8326
  40.8, 277.8242
  41.3, 277.8152
  41.8, 277.8055
  42.3, 277.7952
  42.8, 277.7844
  43.3, 277.7731
  43.8, 277.7613
  44.3, 277.7491
  44.8, 277.7365
  45.3, 277.7236
  45.8, 277.7103
  46.3, 277.6967
  46.8, 277.6828
  47.3, 277.6687
  47.8, 277.6545
  48.3, 277.6401
  48.8, 277.6255
  49.3, 277.6109
  49.8, 277.5963
  50.3, 277.5816
  50.8, 277.5670
  51.3, 277.5524
  51.8, 277.5379
  52.3, 277.5236
